"","Level_Number","Report_Number","Table_Number","Line_Number","CO","DIST","SCHL","Line_Text","NoStud5","NoHFZ5","Perc5a","Perc5b","Perc5c","NoStud7","NoHFZ7","Perc7a","Perc7b","Perc7c","NoStud9","NoHFZ9","Perc9a","Perc9b","Perc9c","ChrtNum"
"5460",1,3,1,2,21,65417,2133056,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",9,"**","**","**","**","0"
"5461",1,3,1,3,21,65417,2133056,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",9,"**","**","**","**","0"
"5462",1,3,1,4,21,65417,2133056,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",9,"**","**","**","**","0"
"5463",1,3,1,5,21,65417,2133056,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",9,"**","**","**","**","0"
"5464",1,3,1,6,21,65417,2133056,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",9,"**","**","**","**","0"
"5465",1,3,1,1,21,65417,2132272,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",14,"6","42.9","35.7","21.4","0"
"5466",1,3,1,2,21,65417,2132272,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",14,"7","50","35.7","14.3","0"
"5467",1,3,1,3,21,65417,2132272,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",14,"13","92.9","7.1","0","0"
"5468",1,3,1,4,21,65417,2132272,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",14,"14","100","0","0","0"
"5469",1,3,1,5,21,65417,2132272,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",14,"10","71.4","28.6","0","0"
"5470",1,3,1,6,21,65417,2132272,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",14,"13","92.9","7.1","0","0"
"5471",1,3,1,1,21,65417,124081,"Aerobic Capacity                   ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"5472",1,3,1,2,21,65417,124081,"Body Composition                   ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"5473",1,3,1,3,21,65417,124081,"Abdominal Strength                 ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"5474",1,3,1,4,21,65417,124081,"Trunk Extension Strength           ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"5475",1,3,1,5,21,65417,124081,"Upper Body Strength                ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"5476",1,3,1,6,21,65417,124081,"Flexibility                        ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"5477",1,3,1,1,21,65417,1,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5478",1,3,1,2,21,65417,1,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5479",1,3,1,3,21,65417,1,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5480",1,3,1,4,21,65417,1,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5481",1,3,1,5,21,65417,1,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5482",1,3,1,6,21,65417,1,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5483",1,3,1,1,21,65409,6024483,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5484",1,3,1,2,21,65409,6024483,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5485",1,3,1,3,21,65409,6024483,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5486",1,3,1,4,21,65409,6024483,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5487",1,3,1,5,21,65409,6024483,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5488",1,3,1,6,21,65409,6024483,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5489",1,3,1,1,21,65391,6085187,"Aerobic Capacity                   ",NA,"0","0","0","0",3,"**","**","**","**",NA,"0","0","0","0","0"
"5490",1,3,1,2,21,65391,6085187,"Body Composition                   ",NA,"0","0","0","0",3,"**","**","**","**",NA,"0","0","0","0","0"
"5491",1,3,1,3,21,65391,6085187,"Abdominal Strength                 ",NA,"0","0","0","0",3,"**","**","**","**",NA,"0","0","0","0","0"
"5492",1,3,1,4,21,65391,6085187,"Trunk Extension Strength           ",NA,"0","0","0","0",3,"**","**","**","**",NA,"0","0","0","0","0"
"5493",1,3,1,5,21,65391,6085187,"Upper Body Strength                ",NA,"0","0","0","0",3,"**","**","**","**",NA,"0","0","0","0","0"
"5494",1,3,1,6,21,65391,6085187,"Flexibility                        ",NA,"0","0","0","0",3,"**","**","**","**",NA,"0","0","0","0","0"
"5495",1,3,1,1,21,65391,6024475,"Aerobic Capacity                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5496",1,3,1,2,21,65391,6024475,"Body Composition                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5497",1,3,1,3,21,65391,6024475,"Abdominal Strength                 ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5498",1,3,1,4,21,65391,6024475,"Trunk Extension Strength           ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5499",1,3,1,5,21,65391,6024475,"Upper Body Strength                ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5500",1,3,1,6,21,65391,6024475,"Flexibility                        ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5501",1,3,1,1,21,65391,6024467,"Aerobic Capacity                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5502",1,3,1,2,21,65391,6024467,"Body Composition                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5503",1,3,1,3,21,65391,6024467,"Abdominal Strength                 ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5504",1,3,1,4,21,65391,6024467,"Trunk Extension Strength           ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5505",1,3,1,5,21,65391,6024467,"Upper Body Strength                ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5506",1,3,1,6,21,65391,6024467,"Flexibility                        ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5507",1,3,1,1,21,65391,6024459,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5508",1,3,1,2,21,65391,6024459,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5509",1,3,1,3,21,65391,6024459,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5510",1,3,1,4,21,65391,6024459,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5511",1,3,1,5,21,65391,6024459,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5512",1,3,1,6,21,65391,6024459,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5513",1,3,1,1,21,65391,6024442,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5514",1,3,1,2,21,65391,6024442,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5515",1,3,1,3,21,65391,6024442,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5516",1,3,1,4,21,65391,6024442,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5517",1,3,1,5,21,65391,6024442,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5518",1,3,1,6,21,65391,6024442,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5519",1,3,1,1,20,65243,6112312,"Aerobic Capacity                   ",5,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5520",1,3,1,2,20,65243,6112312,"Body Composition                   ",5,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5521",1,3,1,3,20,65243,6112312,"Abdominal Strength                 ",5,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5522",1,3,1,4,20,65243,6112312,"Trunk Extension Strength           ",5,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5523",1,3,1,5,20,65243,6112312,"Upper Body Strength                ",5,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5524",1,3,1,6,20,65243,6112312,"Flexibility                        ",5,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5525",1,3,1,1,20,65243,6107122,"Aerobic Capacity                   ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5526",1,3,1,2,20,65243,6107122,"Body Composition                   ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5527",1,3,1,3,20,65243,6107122,"Abdominal Strength                 ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5528",1,3,1,4,20,65243,6107122,"Trunk Extension Strength           ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5529",1,3,1,5,20,65243,6107122,"Upper Body Strength                ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5530",1,3,1,6,20,65243,6107122,"Flexibility                        ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5531",1,3,1,1,20,65243,6105951,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5532",1,3,1,2,20,65243,6105951,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5533",1,3,1,3,20,65243,6105951,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5534",1,3,1,4,20,65243,6105951,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5535",1,3,1,5,20,65243,6105951,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5536",1,3,1,6,20,65243,6105951,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5537",1,3,1,1,20,65243,6024053,"Aerobic Capacity                   ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"5538",1,3,1,2,20,65243,6024053,"Body Composition                   ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"5539",1,3,1,3,20,65243,6024053,"Abdominal Strength                 ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"5540",1,3,1,4,20,65243,6024053,"Trunk Extension Strength           ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"5541",1,3,1,5,20,65243,6024053,"Upper Body Strength                ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"5542",1,3,1,6,20,65243,6024053,"Flexibility                        ",NA,"0","0","0","0",10,"**","**","**","**",NA,"0","0","0","0","0"
"5543",1,3,1,1,20,65243,6024046,"Aerobic Capacity                   ",2,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5544",1,3,1,2,20,65243,6024046,"Body Composition                   ",2,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5545",1,3,1,3,20,65243,6024046,"Abdominal Strength                 ",2,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5546",1,3,1,4,20,65243,6024046,"Trunk Extension Strength           ",2,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5547",1,3,1,5,20,65243,6024046,"Upper Body Strength                ",2,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5548",1,3,1,6,20,65243,6024046,"Flexibility                        ",2,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5549",1,3,1,1,20,65243,6024020,"Aerobic Capacity                   ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5550",1,3,1,2,20,65243,6024020,"Body Composition                   ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5551",1,3,1,3,20,65243,6024020,"Abdominal Strength                 ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5552",1,3,1,4,20,65243,6024020,"Trunk Extension Strength           ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5553",1,3,1,5,20,65243,6024020,"Upper Body Strength                ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5554",1,3,1,6,20,65243,6024020,"Flexibility                        ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5555",1,3,1,1,20,65243,6024012,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5556",1,3,1,2,20,65243,6024012,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5557",1,3,1,3,20,65243,6024012,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5558",1,3,1,4,20,65243,6024012,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5559",1,3,1,5,20,65243,6024012,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5560",1,3,1,6,20,65243,6024012,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5561",1,3,1,1,20,65243,6024004,"Aerobic Capacity                   ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5562",1,3,1,2,20,65243,6024004,"Body Composition                   ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5563",1,3,1,3,20,65243,6024004,"Abdominal Strength                 ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5564",1,3,1,4,20,65243,6024004,"Trunk Extension Strength           ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5565",1,3,1,5,20,65243,6024004,"Upper Body Strength                ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5566",1,3,1,6,20,65243,6024004,"Flexibility                        ",3,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5567",1,3,1,1,20,65243,6023998,"Aerobic Capacity                   ",2,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5568",1,3,1,2,20,65243,6023998,"Body Composition                   ",2,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5569",1,3,1,3,20,65243,6023998,"Abdominal Strength                 ",2,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5570",1,3,1,4,20,65243,6023998,"Trunk Extension Strength           ",2,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5571",1,3,1,5,20,65243,6023998,"Upper Body Strength                ",2,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5572",1,3,1,6,20,65243,6023998,"Flexibility                        ",2,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5573",1,3,1,1,20,65243,6023980,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5574",1,3,1,2,20,65243,6023980,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5575",1,3,1,3,20,65243,6023980,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5576",1,3,1,4,20,65243,6023980,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5577",1,3,1,5,20,65243,6023980,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5578",1,3,1,6,20,65243,6023980,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5579",1,3,1,1,20,65243,6023972,"Aerobic Capacity                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5580",1,3,1,2,20,65243,6023972,"Body Composition                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5581",1,3,1,3,20,65243,6023972,"Abdominal Strength                 ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5582",1,3,1,4,20,65243,6023972,"Trunk Extension Strength           ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5583",1,3,1,5,20,65243,6023972,"Upper Body Strength                ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5584",1,3,1,6,20,65243,6023972,"Flexibility                        ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5585",1,3,1,1,19,76869,119636,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",36,"12","33.3","61.1","5.6","1081"
"5586",1,3,1,2,19,76869,119636,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",36,"23","63.9","22.2","13.9","1081"
"5587",1,3,1,3,19,76869,119636,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",36,"36","100","0","0","1081"
"5588",1,3,1,4,19,76869,119636,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",36,"34","94.4","5.6","0","1081"
"5589",1,3,1,5,19,76869,119636,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",36,"36","100","0","0","1081"
"5590",1,3,1,6,19,76869,119636,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",36,"28","77.8","22.2","0","1081"
"5591",1,3,1,1,19,76869,119016,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",10,"**","**","**","**","1060"
"5592",1,3,1,2,19,76869,119016,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",10,"**","**","**","**","1060"
"5593",1,3,1,3,19,76869,119016,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",10,"**","**","**","**","1060"
"5594",1,3,1,4,19,76869,119016,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",10,"**","**","**","**","1060"
"5595",1,3,1,5,19,76869,119016,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",10,"**","**","**","**","1060"
"5596",1,3,1,6,19,76869,119016,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",10,"**","**","**","**","1060"
"5597",1,3,1,1,19,76679,121137,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5598",1,3,1,2,19,76679,121137,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5599",1,3,1,3,19,76679,121137,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5600",1,3,1,4,19,76679,121137,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5601",1,3,1,5,19,76679,121137,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5602",1,3,1,6,19,76679,121137,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5603",1,3,1,1,19,76547,118760,"Aerobic Capacity                   ",22,"7","31.8","31.8","36.4",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5604",1,3,1,2,19,76547,118760,"Body Composition                   ",22,"0","0","100","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5605",1,3,1,3,19,76547,118760,"Abdominal Strength                 ",22,"0","0","100","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5606",1,3,1,4,19,76547,118760,"Trunk Extension Strength           ",22,"0","0","100","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5607",1,3,1,5,19,76547,118760,"Upper Body Strength                ",22,"7","31.8","68.2","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5608",1,3,1,6,19,76547,118760,"Flexibility                        ",22,"11","50","50","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5609",1,3,1,1,19,76497,115725,"Aerobic Capacity                   ",1,"**","**","**","**",8,"**","**","**","**",15,"9","60","13.3","26.7","963"
"5610",1,3,1,2,19,76497,115725,"Body Composition                   ",1,"**","**","**","**",8,"**","**","**","**",15,"6","40","20","40","963"
"5611",1,3,1,3,19,76497,115725,"Abdominal Strength                 ",1,"**","**","**","**",8,"**","**","**","**",15,"15","100","0","0","963"
"5612",1,3,1,4,19,76497,115725,"Trunk Extension Strength           ",1,"**","**","**","**",8,"**","**","**","**",15,"15","100","0","0","963"
"5613",1,3,1,5,19,76497,115725,"Upper Body Strength                ",1,"**","**","**","**",8,"**","**","**","**",15,"13","86.7","13.3","0","963"
"5614",1,3,1,6,19,76497,115725,"Flexibility                        ",1,"**","**","**","**",8,"**","**","**","**",15,"12","80","20","0","963"
"5615",1,3,1,1,19,75713,6011126,"Aerobic Capacity                   ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"5616",1,3,1,2,19,75713,6011126,"Body Composition                   ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"5617",1,3,1,3,19,75713,6011126,"Abdominal Strength                 ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"5618",1,3,1,4,19,75713,6011126,"Trunk Extension Strength           ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"5619",1,3,1,5,19,75713,6011126,"Upper Body Strength                ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"5620",1,3,1,6,19,75713,6011126,"Flexibility                        ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"5621",1,3,1,1,19,75713,6011118,"Aerobic Capacity                   ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"5622",1,3,1,2,19,75713,6011118,"Body Composition                   ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"5623",1,3,1,3,19,75713,6011118,"Abdominal Strength                 ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"5624",1,3,1,4,19,75713,6011118,"Trunk Extension Strength           ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"5625",1,3,1,5,19,75713,6011118,"Upper Body Strength                ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"5626",1,3,1,6,19,75713,6011118,"Flexibility                        ",NA,"0","0","0","0",1,"**","**","**","**",NA,"0","0","0","0","0"
"5627",1,3,1,1,19,75713,6011100,"Aerobic Capacity                   ",1,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"5628",1,3,1,2,19,75713,6011100,"Body Composition                   ",1,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"5629",1,3,1,3,19,75713,6011100,"Abdominal Strength                 ",1,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"5630",1,3,1,4,19,75713,6011100,"Trunk Extension Strength           ",1,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"5631",1,3,1,5,19,75713,6011100,"Upper Body Strength                ",1,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"5632",1,3,1,6,19,75713,6011100,"Flexibility                        ",1,"**","**","**","**",1,"**","**","**","**",NA,"0","0","0","0","0"
"5633",1,3,1,1,19,75713,6011092,"Aerobic Capacity                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5634",1,3,1,2,19,75713,6011092,"Body Composition                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5635",1,3,1,3,19,75713,6011092,"Abdominal Strength                 ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5636",1,3,1,4,19,75713,6011092,"Trunk Extension Strength           ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5637",1,3,1,5,19,75713,6011092,"Upper Body Strength                ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5638",1,3,1,6,19,75713,6011092,"Flexibility                        ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5639",1,3,1,1,19,75713,6011084,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5640",1,3,1,2,19,75713,6011084,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5641",1,3,1,3,19,75713,6011084,"Abdominal Strength                 ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5642",1,3,1,4,19,75713,6011084,"Trunk Extension Strength           ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5643",1,3,1,5,19,75713,6011084,"Upper Body Strength                ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5644",1,3,1,6,19,75713,6011084,"Flexibility                        ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5645",1,3,1,1,19,75713,6011076,"Aerobic Capacity                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5646",1,3,1,2,19,75713,6011076,"Body Composition                   ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5647",1,3,1,3,19,75713,6011076,"Abdominal Strength                 ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5648",1,3,1,4,19,75713,6011076,"Trunk Extension Strength           ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5649",1,3,1,5,19,75713,6011076,"Upper Body Strength                ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5650",1,3,1,6,19,75713,6011076,"Flexibility                        ",1,"**","**","**","**",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5651",1,3,1,1,19,75713,6011068,"Aerobic Capacity                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
"5652",1,3,1,2,19,75713,6011068,"Body Composition                   ",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0"
